id,text_bn,text_en,sentiment,gender_reference,dialect,dialect_raw,style,source_type,length_char,length_words,dialect_marker_count,cross_dialect_marker_count,dialect_authenticity,is_political_content
18960,টিয়া অইলজে কলা পাতা।,Then banana leaves become scarce.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,4,0,1,cross_dialect_conflict,False
18961,জিনিস পাতির দাম কমান ফরিবু,Reduce the prices of goods and items.,Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,26,5,0,0,no_markers_found,False
18962,এইল্লে চলিলে মাইনসে ন খাই মরিবু,"If this continues, people will go hungry.",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,31,6,0,0,no_markers_found,False
18963,চইলর দাম বলে ৭০ টিয়া,They say rice costs 70 taka.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,5,0,0,no_markers_found,False
18964,তেল আর খেজুরর দাম যে বাড়া বাইজ্জে,The prices of oil and dates have risen a lot.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,33,7,0,0,no_markers_found,False
18965,মাইনসে কি হাইবু?,What will happen to people?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,16,3,0,0,no_markers_found,False
18966,৭০ টিয়ার নিচে চইল নাই,There’s no rice below 70 taka.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,21,5,0,1,cross_dialect_conflict,False
18967,বাজারত বিয়াগের দাম বেশী,Market prices are very high.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,23,4,0,0,no_markers_found,False
18968,কিনিবার যোগার নাই,There’s no way to buy (afford it).,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,17,3,0,1,cross_dialect_conflict,False
18969,ইয়ান আর ত্তুন গম ন লার দে।,They can’t manage to get books now.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,26,7,0,0,no_markers_found,False
18970,ব্যগ এহন বল্গার ওইবেল্লাই হোয়াপ দেহে,Now students are losing hope / despairing.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,36,6,0,0,no_markers_found,False
18971,"ডাকটতর, ইন্জিয়ার ওইবের চিন্তে পালাই দিয়ে",They’ve given up hopes of becoming doctors or engineers.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,40,6,0,0,no_markers_found,False
18972,ইবা আঁরার লাই শরমর,This is shameful for us.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,4,2,0,verified_markers,False
18973,পুরান কিছু বদলাই নতুন কিছু গরিলে ইবা আর ডিজিডাল ন,"They changed old things, called some new, but it’s not truly digital.",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,49,10,3,1,mixed_markers,False
18974,ফোয়াফাইন ডাক্তর ইঞ্জিনিয়ার অইবো কেনে?,How will there be doctors and engineers?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,37,5,0,1,cross_dialect_conflict,False
18975,"নাইনত বলে সাইন্স, কমার্স নাই!",They say there is no science or commerce at ninth grade!,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-social media,29,5,0,1,cross_dialect_conflict,False
18976,আর ত্তুন ফোয়াদ ন লার,And beyond that there is no benefit/learning.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,5,0,0,no_markers_found,False
18977,ক্লাস ছিক্সর পন্না ইন গম ন লার,Class six students don’t understand the books.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,30,7,0,0,no_markers_found,False
18978,আই ওয়া মা বাফর একমাত্র ফোয়া,I am my parents’ only daughter.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,27,6,0,0,no_markers_found,False
18979,আর মা বাপ আরত্তুনন বহুত কিছু আশা গরে,My parents have many hopes for me.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,36,8,0,0,no_markers_found,False
18980,আই সাদা সিদে মানুস,"I am a simple, straightforward person.",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,4,0,0,no_markers_found,False
18981,মানসের উপহাত গরিত পাইল্লে বেশি গম লাগে এই,I feel very happy when I can give people gifts/help.,Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,41,8,2,0,verified_markers,False
18982,আই মানুষ ইবা ভাল ন,I am not a good person.,Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,5,0,0,no_markers_found,False
18983,আরে বিয়াকে ডরায়,And he/she is afraid of marriage/relationships.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,15,3,0,0,no_markers_found,False
18984,আই মাইয়াফুয়া হিসেবে ভালা,I am good as a daughter.,Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,24,4,0,1,cross_dialect_conflict,False
18985,আব্বা আম্মার বিয়াক কথা হুনি,I listen to my father and mother’s words.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,27,5,0,1,cross_dialect_conflict,False
18986,মাছ দইরতু ভালা লায়,I like catching fish.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,4,0,1,cross_dialect_conflict,False
18987,যেডে হেযে ময়লা ন গরন,Don’t make the place dirty.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,5,0,0,no_markers_found,False
18988,টিয়া ছাড়া কন কাম ন গরে,Nothing gets done without money/bribe.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,22,6,0,1,cross_dialect_conflict,False
18989,সরকারী অফিসত বিয়াক দূনীর্তি,Government offices are full of corruption.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,27,4,0,0,no_markers_found,False
18990,ইবা অবশ্যই বন্ধ গরন পরিবো।,This must certainly be stopped.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,26,5,0,0,no_markers_found,False
18991,দূর্নীতি অইলযে বোত বড় সমস্যা,Corruption has become a very big problem.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,28,5,0,1,cross_dialect_conflict,False
18992,দেশের বিয়াক জাগাত দূনীর্তি,Corruption is everywhere in the country.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,26,4,0,0,no_markers_found,False
18993,প্রতিকান জাগা দূর্নীতিত ভরি গেয়ি।,Everyplace is filled with corruption.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,34,5,0,0,no_markers_found,False
18994,তুই এড়ে যাইলি আরার সমস্যা অইবু ।,"If you leave, more problems will arise.",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,32,7,0,0,no_markers_found,False
18995,তোর এড়ে হন হাজ নাই,You have no patience,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,5,0,1,cross_dialect_conflict,False
18996,আঁর রিদয় টুরো টুরো অয় গেয়ি্য,My heart is beating fast,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,28,6,1,0,verified_markers,False
18997,অনেরা কডে যন,Where are the others going?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,12,3,2,0,verified_markers,False
18998,তোয়ার আজিয়া বিইয়্যা,Your work / task today,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,3,0,0,no_markers_found,False
18999,কালিয়া মেজ্জান খাই  যন,Eat the black lentils tomorrow,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,22,4,0,0,no_markers_found,False
19000,গত খাইল যন নাই,Did not eat yesterday,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,14,4,0,1,cross_dialect_conflict,False
19001,গত খাইল আইস্সুন,Ate yesterday,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,15,3,0,0,no_markers_found,False
19002,ইতারে ধর ইতার খাইল বিইয়্যা,"Catch him/her, he/she ate the food",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,26,5,0,0,no_markers_found,False
19003,ইতেরা অনেরে তোয়ারদে,He/she gave it to others,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,3,2,0,verified_markers,False
19004,ঐইন্না বাত ন খাইয়ুম,I won’t talk about that matter,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,4,0,1,cross_dialect_conflict,False
19005,আ্যাই তোয়ারে ন ডরাই,I won’t scare you,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,4,0,0,no_markers_found,False
19006,ক্যািইত্ত্যা লাইগ্গু?,How long will it take?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,21,2,0,1,cross_dialect_conflict,False
19007,ইবা  বিরবিজ্জ্যে রাস্তা,This road is confusing / winding,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,23,3,0,0,no_markers_found,False
19008,কি হবর তুয়ার?,What’s your news?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,13,3,0,0,no_markers_found,False
19009,তুই পডত গিইয়্যে,You went to study / school,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,15,3,0,0,no_markers_found,False
19010,বুডুর গরি কডে যন,Where is the old man going?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,16,4,1,0,verified_markers,False
19011,ইক্কে চ বেডি,One bed is here,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,12,3,0,0,no_markers_found,False
19012,তোয়ারা ফল পানলার?,Did you get the fruit?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,17,3,0,0,no_markers_found,False
19013,তোয়ার ফুয়া তোয়ার ফুনমারি দিবু,Your boy / son will give your plaything,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,29,5,0,0,no_markers_found,False
19014,তোয়ার ফুয়া তোয়ার টিয়া,Your boy / son will give your thing,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,21,4,0,0,no_markers_found,False
19015,জাম্পার ছাড়া  কডে যর দে?,Where are you going without the jumper?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,24,5,0,0,no_markers_found,False
19016,চিটাং কডে ওয়া?,Where is Chittagong?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,14,3,0,0,no_markers_found,False
19017,ছুরি উনি কডে?,Where is the knife?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,13,3,0,0,no_markers_found,False
19018,চই বিচি লই কডে যর দে?,Where are you going with the dried fish?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,21,6,0,0,no_markers_found,False
19019,"ইচা মাছ আর চই বিচি, কী মজা","Fresh fish and dried fish, what fun",Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,26,7,0,0,no_markers_found,False
19020,ঠান্ডা কালে ছুরি উনি আর ইচা মাছ যে মজা,"In the cold, cutting it and fresh fish, what fun",Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,38,9,0,0,no_markers_found,False
19021,ঠান্ডা কালে ধুই পিডা যে মজা,"In the cold, washing it, what fun",Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,27,6,0,0,no_markers_found,False
19022,চিতই পিডা কী টেস,The taste of dried fish is amazing,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,16,4,0,0,no_markers_found,False
19023,বারো মাসত তের পার্বন,Thirteen festivals in twelve months,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,4,0,0,no_markers_found,False
19024,দুই মাস পিডা পার্বন,Two months of dried fish festivals,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,4,0,0,no_markers_found,False
19025,বালিশ ইবার কতো টিয়া?,How much is the pillow this time?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,20,4,0,0,no_markers_found,False
19026,ছেইজ্জা ফুয়ার এতো টিয়া?,"How much is that item, brother?",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,23,4,0,0,no_markers_found,False
19027,মানুষই একমাত্র হস্তা,Humans are the only ones with hands,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,3,0,0,no_markers_found,False
19028,বিয়াকের দাম আছে,Marriage has a price,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,15,3,0,0,no_markers_found,False
19029,বালিশ ইবার দাম এশত টিয়া,The pillow costs one hundred this time,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,23,5,0,0,no_markers_found,False
19030,গাড়ী ইয়ান কসসোবাজার জাইবু,The car will go to Kossobazar,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,25,4,0,0,no_markers_found,False
19031,কসসোবাজার দুড় মার,Run to Kossobazar,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,17,3,0,0,no_markers_found,False
19032,বিয়াকে দুড় মার,Rush to the marriage,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,14,3,0,0,no_markers_found,False
19034,বিয়াক আতাইজ্জা ফা্তাইজ্জা,Marriage is messed up,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,25,3,0,0,no_markers_found,False
19036,ফোয়ারে টেলিফোন গর ছাই,Call the boy on the phone,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,21,4,0,0,no_markers_found,False
19037,ফোয়ারে গাইল কিয়া দর,"Why did you go, boy?",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,4,0,0,no_markers_found,False
19038,ইতার চলাফেরা টল্টি বল্টি,His/her movement is clumsy,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,24,4,0,0,no_markers_found,False
19039,বালা খতা বিয়াক্কে শুনে,Good deeds are heard at the marriage,Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,22,4,0,2,cross_dialect_conflict,False
19040,উগ্গা ফোয়া আছিল,The boy was present,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,15,3,0,1,cross_dialect_conflict,False
19041,ফোয়া ইবে বালা খতার দাম দে,"Hey boy, give the proper price for the work",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,25,6,0,2,cross_dialect_conflict,False
19042,মাইনসর কাম গান গরি রাখ,Keep people’s work ready,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,22,5,2,1,mixed_markers,False
19043,কাম গান গরি রাখ আ্যাই আচ্চুম এক্কানা ফরে,"Keep work ready, I’m here in one spot",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,40,8,2,1,mixed_markers,False
19044,দেশর মারে সুইদ্দে,People die in the country,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,17,3,0,0,no_markers_found,False
19045,দেশত বিয়াক চুর,There are marriage thieves in the country,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,14,3,0,0,no_markers_found,False
19046,চুরর গুষ্টি চুর,A gang of thieves,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,15,3,0,0,no_markers_found,False
19047,মা বহোত আগে মরি গেইয়ে,Mother died a long time ago,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,21,5,0,0,no_markers_found,False
19048,ইতে মরি গেইয়ে,Someone died here,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,13,3,0,0,no_markers_found,False
19049,সরকারী অফিসত বিয়াক চুর,Marriage thieves in government office,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,22,4,0,0,no_markers_found,False
19050,বিয়াক চুর বাটফারের আড্ডা,Gathering of marriage thieves,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,24,4,0,0,no_markers_found,False
19051,সরকারী অফিসর মারে সুইদ্দে,People die in the government office,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,25,4,0,0,no_markers_found,False
19052,চুর এর মা  মরি গেইয়ে,The mother of the thief died,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,5,0,0,no_markers_found,False
19053,আরার মেম্বরর বহোত বালা মানুস,Another member is a very good person,Positive,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,28,5,0,2,cross_dialect_conflict,False
19054,আরার মেম্বরর  মা বহোত আগে মরি গেইয়ে,Another member’s mother died long ago,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,35,7,0,0,no_markers_found,False
19055,আরার মেম্বর চুর আছিল,Another member was a thief,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,4,0,1,cross_dialect_conflict,False
19056,টিয়া ফয়সার হডে যর?,Was the decision fair?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,18,4,0,0,no_markers_found,False
19057,টিয়া ফয়সার মারে সুইদ্দে,That decision affected people,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,23,4,0,0,no_markers_found,False
19058,আরার মেম্বরর বহোত টিয়া ফয়সা,Another member had a lot of money,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,27,5,0,0,no_markers_found,False
19060,তোয়ার ইসকুলের বেতন হডে,What is your school’s fee?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,22,4,0,0,no_markers_found,False
19061,ইসকুলের বেতন হত টিয়া?,Was that the school fee?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,21,4,0,0,no_markers_found,False
19062,তোয়ার ইসকুল হডে,Where is your school?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,15,3,0,0,no_markers_found,False
19063,তোয়ার ইসকুলের মাস্ট্রর ইবা কানা চোকা,Your school’s teacher has sharp eyes,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,36,6,0,0,no_markers_found,False
19064,তুই আর হ দিন হাবি?,Will you continue any longer?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,18,5,0,0,no_markers_found,False
19065,পরিক্কাত পাশ গরনের টেনশন নাই,No tension about passing the exam.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,28,5,0,1,cross_dialect_conflict,False
19066,যার বিয়া তার কবর নাই,"Those who are married, their grave doesn’t exist",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,5,0,1,cross_dialect_conflict,False
19067,পাড়াল্ল্যার ঘুম নাই,No sleep in the neighborhood.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,3,0,1,cross_dialect_conflict,False
19068,বিয়াগেরে আরত দ’ত দিলাম।,I arranged a feast and invited you after marriage,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,23,4,0,0,no_markers_found,False
19069,বিয়াক টিয়ার খেলা,Marriage is a game of tears.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,16,3,0,0,no_markers_found,False
19070,বুডুর টাইমত তোয়ারা কডে আছিলি,Where were you at the old man’s / elder’s time?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,28,5,0,1,cross_dialect_conflict,False
19072,তোয়ারো বাড়ি কত্তুন আইস্সে?,How far is your house?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,26,4,0,0,no_markers_found,False
19073,লেন্ডা মাইয়া বিয়া দন ন জায়,That girl didn’t go for marriage.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,26,6,0,0,no_markers_found,False
19074,আ্যাই বাত কা্ই,I’m saying this thing / speaking this matter.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,14,3,0,1,cross_dialect_conflict,False
19075,বেড়া চলাই বাত কা্ই,"I’m running / moving the fence, saying this.",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,4,0,1,cross_dialect_conflict,False
19076,আ্যাই বেড়া চলাই বাত কা্ই?,I’m running the fence saying this?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,25,5,0,1,cross_dialect_conflict,False
19077,পাতিলার কোনাত ঢালন,Pour at the corner of the pot.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,3,0,0,no_markers_found,False
19078,গামছার কোনাত গরি আনন,Put / bring it to the corner of the towel.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,4,1,0,verified_markers,False
19080,হারাদিন হাডিয়ের এশশ পাই,Every day I get rice from the pot.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,23,4,0,0,no_markers_found,False
19081,কোয়ালর মারে সুইদ্দে,The sparrow dies / is killed.,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,3,0,0,no_markers_found,False
19082,কোয়ালর তিন অবস্থা,Three states / conditions of the sparrow.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,17,3,0,0,no_markers_found,False
19083,ওয়া ত্যুাই চিটাইগ্গে?,Are you going to Chittagong?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,21,3,0,0,no_markers_found,False
19084,চিটাইগ্গে কতা বুজ না?,Don’t you understand Chittagong?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,21,4,0,0,no_markers_found,False
19085,ঘর ইয়ান এইল্লা কা?,Where is this house?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,18,4,0,0,no_markers_found,False
19086,ঘর ইয়ার লাই তুই এন কিয়া গ্‌রিল্লি?,Why did you build this house for him,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,34,7,0,0,no_markers_found,False
19087,পুন্দত বাড়ি ফরিলে বেগ শতানি যাইবো গই,You will forget all the mischief when get beaten,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,36,7,0,0,no_markers_found,False
19088,এক টিয়া দিলে হারে,"If you give one, you’ll lose",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,17,4,0,0,no_markers_found,False
19089,দুই টিয়া দিলে গারে,"If you give two, it will be enough",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,4,0,0,no_markers_found,False
19090,এক পা তেল আনিস,Bring one measure / one small amount of oil.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,14,4,0,0,no_markers_found,False
19091,দ’ত খাইলে ন অইবু,Won't come for the feast,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,16,4,0,0,no_markers_found,False
19092,মাইন কনে দিবু?,Whom will I give to the bride?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,14,3,0,0,no_markers_found,False
19094,ইবা কারো ঝি?,Is this someone’s daughter,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,12,3,0,0,no_markers_found,False
19095,আরে ন মারিস,don’t beat,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,11,3,0,0,no_markers_found,False
19096,মেম্বার পডত গেইয়ে,Went to the (local) member’s place.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,17,3,0,0,no_markers_found,False
19097,আই আর তুইই,Me and you / just you and I.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,10,3,0,0,no_markers_found,False
19098,ডাই চনা মনার টেং,"Sister, (taste) the sweetness of the candy / the heart’s edge?",Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,16,4,0,0,no_markers_found,False
19099,রাস্তায় রাস্তায় ঘুরর কেন?,Why are you wandering on the streets?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,25,4,0,0,no_markers_found,False
19100,ফইর অলর নান রাস্তায় রাস্তায় ঘুরর দে না?,Why don’t you come back — stop roaming the streets?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,39,8,0,0,no_markers_found,False
19101,দের হাত ভরি দিইয়ে?,Give a handful into their hands?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,18,4,0,0,no_markers_found,False
19102,তোয়ারে নিনতরন দিলাম,I gave you a scolding,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,19,3,0,0,no_markers_found,False
19103,সরে সরে আই যাইচগুই,I’m leaving quickly,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,18,4,0,0,no_markers_found,False
19105,যেন্ডে হেন্ড ন যাইয়ো,Don’t go here and there.,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,20,4,0,0,no_markers_found,False
19106,কইত্তুন আইন্নুস ইইন?,Where did you come from?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,20,3,0,0,no_markers_found,False
19107,ইবা বাস মারের,This bus will hit,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,13,3,0,0,no_markers_found,False
19108,ইন্দুর মরি বাস আইয়্যে,The bus came and the mouse died.,Negative,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,21,4,0,0,no_markers_found,False
19109,তোয়ার গায়ের তে বাস আইয়্যে,The bus hit your body,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,25,5,0,0,no_markers_found,False
19110,আরাদিন বারে কী?,How many days is it?,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-conversation,15,3,0,0,no_markers_found,False
19111,ওই পোয়া  ইক্কা আয়,That girl came alone / only one arrived,Neutral,Unknown,Chittagonian,Chittagonian,Unknown,External:ChattogramSent-drama,17,4,0,0,no_markers_found,False
